age,height,weight,span,pullup reps,pushup reps,continuoushang,maxhang,weightedpull,repeaters1,powl,powr,max_boulder_numeric,bouldergrade_numeric,sex_encoded
36.0,70.0,133.0,69.0,10.2,5.0,13.0,10.0,43.8,106.0,31.145,31.02,0.0,2.0,0.0
27.0,74.0,158.0,75.5,10.0,15.0,35.2,60.0,35.0,122.6,39.0,39.0,9.0,9.0,1.0
41.0,72.0,170.0,73.0,7.0,25.0,18.0,42.0,57.0,70.0,31.65,30.85,5.0,5.0,1.0
30.0,72.0,150.0,74.0,12.0,22.0,57.0,92.0,66.0,150.0,38.0,39.0,0.0,0.0,1.0
28.0,74.0,191.0,76.0,16.0,15.0,30.0,48.0,100.0,104.5,31.67,31.65,6.0,7.0,1.0
34.0,64.0,135.0,64.5,9.0,26.0,23.0,16.0,35.0,25.0,24.0,24.0,0.0,2.0,0.0
52.0,66.5,130.0,71.0,17.0,30.0,20.0,27.0,62.0,74.0,27.05,28.85,4.0,4.0,1.0
22.0,64.0,125.0,64.0,14.0,25.0,45.0,55.0,40.0,114.0,27.0,27.025,5.0,4.0,0.0
38.0,71.8,175.0,73.65,13.0,36.8,41.06,55.0,62.0,189.0,34.05,35.09,6.0,5.0,1.0
22.0,68.0,157.0,68.0,18.0,39.2,62.0,106.0,125.0,250.0,29.55,30.45,0.0,6.0,1.0
21.0,72.0,170.0,72.0,18.0,30.0,120.0,90.0,70.0,200.0,30.0,28.0,7.0,7.0,1.0
34.0,67.0,143.0,70.0,15.0,27.0,22.0,25.0,70.0,90.0,28.9565,29.225,7.0,5.0,1.0
31.0,66.0,130.0,64.0,21.0,52.0,55.0,85.0,110.0,126.0,29.325,29.73,10.0,9.0,1.0
43.0,70.0,144.0,69.0,13.0,20.0,45.0,108.0,78.0,136.0,32.625,32.225,11.0,8.0,1.0
19.0,65.0,125.0,64.7,6.0,8.0,42.0,40.0,35.0,73.0,32.025,31.625,4.0,4.0,0.0
27.0,70.0,165.0,70.0,22.0,51.0,42.0,65.0,85.0,75.0,28.4,29.360000000000003,5.0,5.0,1.0
26.0,66.0,135.0,67.0,12.0,20.0,45.0,60.0,55.0,75.0,26.7,27.55,5.0,5.0,0.0
25.0,68.5,152.0,68.0,18.0,30.0,35.0,70.0,89.0,203.0,29.175,31.130000000000003,6.0,6.0,1.0
24.0,70.5,176.0,72.8,10.0,30.0,20.0,16.5,63.4,54.0,31.93,31.985000000000003,4.0,0.0,1.0
35.0,68.25,143.0,69.5,24.0,37.0,42.0,80.0,100.0,103.0,29.1,28.880000000000003,5.0,0.0,1.0
28.0,72.0,164.0,75.0,17.0,38.0,53.0,85.0,97.0,165.0,28.825,28.68,7.0,0.0,1.0
41.0,74.0,175.0,71.0,14.0,26.0,12.0,5.0,80.0,35.0,31.58,31.130000000000003,0.0,0.0,1.0
40.0,71.0,165.0,71.0,22.0,37.0,73.0,90.0,90.0,205.0,29.35,29.55,0.0,0.0,1.0
54.0,77.0,167.0,77.5,19.0,24.0,56.0,70.0,100.0,165.0,36.25,35.9,9.0,0.0,1.0
27.0,62.0,122.0,62.0,12.0,12.0,69.0,45.0,45.0,125.0,26.35,26.975,8.0,0.0,0.0
32.0,71.0,171.0,70.0,8.0,23.0,28.0,45.0,60.0,102.0,31.8,31.65,0.0,0.0,1.0
23.0,67.0,155.7,72.0,23.0,40.0,86.0,128.5,110.0,275.0,34.775,35.61,11.0,0.0,1.0
28.0,70.0,150.0,72.0,28.0,42.1,24.0,65.0,140.0,55.0,28.325,29.380000000000003,6.0,6.0,1.0
28.0,65.0,138.0,65.0,20.0,35.0,63.0,85.0,110.0,124.0,28.75,29.6,9.0,8.0,1.0
28.0,69.0,168.0,72.5,19.0,40.0,52.0,65.0,103.5,135.0,29.375,29.83,8.0,7.0,1.0
29.0,60.0,110.0,61.0,5.0,13.0,13.0,10.0,26.75,32.0,32.05,32.480000000000004,5.0,4.0,0.0
28.0,69.0,168.0,72.5,19.0,40.0,52.0,77.5,115.0,135.0,29.325,29.83,8.0,7.0,1.0
32.0,66.0,150.0,67.0,24.0,50.0,45.0,65.0,110.0,155.0,28.73,29.53,8.0,7.0,1.0
25.0,67.0,148.0,66.0,25.0,50.0,70.0,125.0,93.0,20.0,37.0,37.0,10.0,8.0,1.0
46.0,72.0,161.0,74.0,20.0,33.0,40.0,65.0,95.0,113.0,28.95,29.83,7.0,5.0,1.0
27.0,70.0,140.0,74.0,20.0,28.0,67.0,111.0,111.0,160.0,36.3,35.970000000000006,10.0,10.0,1.0
28.0,68.0,147.0,69.0,17.0,27.0,48.0,60.0,85.0,94.0,31.46,31.375,6.0,6.0,1.0
29.0,160.0,165.0,159.0,18.0,34.0,40.0,52.0,62.0,69.0,35.45,35.160000000000004,8.0,7.0,1.0
32.0,76.0,170.0,76.0,21.0,35.0,52.0,82.0,105.0,235.0,31.46,32.28,9.0,0.0,1.0
41.0,71.0,202.0,73.0,7.0,330.0,17.0,46.0,66.0,45.0,28.625,28.78,5.0,0.0,1.0
26.0,72.0,158.0,72.0,26.0,41.0,19.65,15.0,126.0,79.6,31.015,31.455,5.0,5.0,1.0
22.0,75.0,181.0,70.0,30.0,40.0,20.0,30.0,115.0,63.0,44.0,44.0,0.0,8.0,1.0
22.0,69.0,150.0,69.0,18.0,35.0,35.0,80.0,100.0,80.0,40.0,41.0,9.0,7.0,1.0
30.0,70.0,154.0,68.0,14.0,70.0,40.0,58.0,75.0,148.9,28.825,29.03,7.0,6.0,1.0
27.0,70.0,185.0,68.0,15.0,30.0,30.0,25.0,65.0,124.5,32.658,33.9,2.0,2.0,1.0
32.0,70.47,153.0,71.65,14.0,18.0,27.0,40.0,77.0,60.0,45.0,45.0,9.0,8.0,1.0
26.0,63.5,95.0,63.45,4.0,15.0,7.0,0.0,15.0,13.7,32.8125,33.3775,2.0,4.0,0.0
47.0,66.0,161.0,70.0,11.0,28.0,28.0,20.0,50.0,56.0,28.55,28.43,0.0,2.0,1.0
29.0,73.0,175.0,77.0,18.0,40.0,30.0,52.4,70.0,80.0,35.2,35.55,6.0,5.0,1.0
29.0,73.0,175.0,77.0,18.0,40.0,30.0,52.4,70.0,80.0,35.2,35.55,6.0,5.0,1.0
28.0,70.0,150.0,70.0,27.0,36.0,32.0,80.0,152.0,84.0,29.6315,30.03,6.0,0.0,1.0
36.0,67.0,147.0,69.0,20.0,40.0,34.0,35.0,50.0,90.0,31.23,31.535000000000004,0.0,0.0,1.0
30.0,68.0,170.0,70.0,13.0,60.0,20.0,25.8,45.0,80.3,35.625,36.325,0.0,5.0,1.0
37.0,70.0,159.0,71.0,23.0,40.0,25.0,22.0,110.0,91.4,30.0,30.0,7.0,7.0,1.0
37.0,69.0,167.0,69.5,15.0,41.0,22.0,60.0,55.0,105.0,28.8615,30.705,7.0,5.0,1.0
32.0,74.0,188.0,190.0,14.0,30.0,21.0,66.0,90.0,70.0,31.85,31.95,6.0,5.0,1.0
49.0,66.0,154.0,67.5,15.0,31.0,37.0,25.0,65.0,74.0,35.25,34.95,4.0,0.0,1.0
39.0,73.0,183.0,75.0,18.0,42.0,40.0,60.0,90.0,134.0,31.62,32.230000000000004,7.0,0.0,1.0
27.0,66.0,133.0,67.0,28.0,14.0,58.3,57.0,70.2,175.4,27.0,27.53,5.0,5.0,0.0
33.0,69.25,146.0,70.0,18.0,63.0,34.0,35.0,75.0,170.0,26.5,28.5,4.0,4.0,1.0
30.0,74.0,182.0,75.0,14.0,24.0,18.0,25.0,75.0,6.0,32.3625,32.575,4.0,4.0,1.0
33.0,71.5,155.0,72.0,15.0,25.0,42.0,53.0,81.0,98.0,36.5,37.0,0.0,5.0,1.0
39.0,72.0,172.0,73.0,15.0,31.0,44.0,66.0,84.0,110.0,31.325,31.325,6.0,0.0,1.0
31.0,72.0,189.0,74.0,9.0,21.0,49.0,62.0,55.0,147.0,26.0,25.0,0.0,7.0,1.0
40.0,62.0,120.0,62.0,16.0,30.0,70.0,65.0,50.0,130.0,27.5,27.5,10.0,8.0,0.0
30.0,75.0,189.0,78.0,17.0,31.0,36.0,71.0,60.0,120.0,36.1,35.260000000000005,0.0,0.0,1.0
39.0,76.0,215.0,75.0,8.0,25.0,18.0,10.0,35.0,30.0,32.475,31.975,0.0,0.0,1.0
27.0,69.0,165.0,75.0,19.0,54.0,43.0,70.0,90.0,125.0,28.95,29.660000000000004,6.0,0.0,1.0
41.0,74.0,199.0,71.0,7.0,14.0,26.0,35.0,45.0,62.0,24.0,24.0,2.0,2.0,1.0
27.0,71.0,152.0,74.0,29.0,46.0,64.0,93.0,157.0,205.0,43.0,43.0,10.0,9.0,1.0
36.0,68.0,162.0,72.0,17.0,36.0,37.0,49.0,79.0,130.0,29.463,29.5,8.0,7.0,1.0
31.0,71.0,155.0,73.0,20.0,30.0,40.0,60.0,85.0,100.0,40.0,44.0,10.0,9.0,1.0
33.0,67.0,155.0,71.0,15.0,30.0,52.0,90.0,85.0,152.0,35.0,36.0,11.0,11.0,1.0
41.0,74.0,160.0,76.0,10.0,11.0,24.0,60.0,80.0,46.0,32.225,31.55,7.0,0.0,1.0
30.0,61.0,112.0,62.0,13.0,19.0,52.0,80.0,60.0,73.0,29.75,29.0,10.0,8.0,0.0
34.0,65.0,130.0,65.0,11.0,15.0,40.0,50.0,34.0,91.0,28.5,29.5,6.0,5.0,0.0
32.0,62.0,112.0,63.5,6.0,15.0,18.0,4.0,17.0,36.0,17.5,17.75,5.0,4.0,0.0
32.0,62.0,112.0,63.5,6.0,15.0,18.0,4.0,17.0,36.0,17.5,17.75,5.0,4.0,0.0
31.0,68.0,167.0,68.5,9.0,26.0,31.0,45.0,60.0,161.0,29.5,28.5,7.0,4.0,1.0
23.0,67.0,112.0,71.0,21.0,22.0,62.0,90.0,75.0,166.0,38.0,38.5,13.0,11.0,1.0
29.0,70.0,165.0,72.0,15.0,40.0,30.0,60.0,70.0,45.0,29.0,29.0,7.0,6.0,1.0
42.0,72.0,158.0,75.0,14.0,31.0,54.0,85.0,75.0,172.0,29.275,29.1,0.0,0.0,1.0
48.0,71.0,169.0,71.0,12.0,14.0,32.0,70.0,90.0,115.0,33.125,33.375,10.0,8.0,1.0
25.0,64.0,124.0,66.0,14.0,31.0,65.0,53.0,63.0,130.0,28.5,30.0,5.0,0.0,0.0
33.0,71.0,173.0,75.0,12.0,31.0,55.0,85.0,70.0,124.0,33.0,33.0,8.0,7.0,1.0
34.0,68.0,150.0,68.0,16.0,23.0,50.0,120.0,120.0,165.0,31.0,31.0,0.0,0.0,1.0
22.0,74.0,170.0,76.0,16.0,35.0,32.0,43.0,70.0,67.0,28.5,33.5,0.0,5.0,1.0
39.0,69.0,147.0,71.0,15.0,41.0,61.0,80.0,50.0,192.0,33.75,33.75,11.0,8.0,1.0
20.0,67.0,120.0,69.0,3.0,20.0,15.0,5.0,9.0,40.0,19.0,20.0,2.0,2.0,0.0
26.0,70.0,170.0,72.0,17.0,29.0,25.0,25.0,60.0,56.0,31.0,32.0,6.0,5.0,1.0
21.0,73.0,174.0,85.75,14.0,30.0,14.0,28.9,70.0,67.0,32.5,31.23,4.0,4.0,1.0
27.0,69.0,165.0,70.0,16.0,52.0,42.0,62.0,70.0,65.0,32.0,30.0,6.0,7.0,1.0
28.0,70.0,155.0,70.0,11.0,20.0,16.0,10.0,40.0,65.0,14.5,13.0,0.0,5.0,1.0
27.0,70.0,153.0,70.0,10.0,7.0,33.0,35.0,39.0,90.0,27.25,26.625,6.0,0.0,0.0
25.0,71.0,155.0,74.0,18.0,35.0,47.0,50.0,100.0,76.0,29.0,29.8,0.0,6.0,1.0
30.0,68.0,153.0,69.0,16.0,33.0,91.0,80.0,70.0,246.0,29.575,29.23,8.0,8.0,1.0
33.0,68.0,150.0,66.0,20.0,20.0,58.0,94.0,114.0,250.0,33.5,34.3275,8.0,0.0,1.0
28.0,67.0,149.0,67.5,13.0,35.0,44.0,50.0,40.0,65.0,31.425,31.475,0.0,0.0,1.0
23.0,68.0,127.0,67.0,11.0,13.0,29.0,30.0,45.0,86.0,31.52,31.235000000000003,0.0,0.0,0.0
40.0,75.5,196.0,75.0,7.0,32.0,12.0,5.0,35.0,14.0,34.45,34.6,0.0,0.0,1.0
20.0,68.0,125.0,73.0,3.0,5.0,13.0,15.0,12.0,34.0,17.0,19.0,4.0,5.0,0.0
30.0,67.0,150.0,67.0,16.0,44.0,10.0,0.0,100.0,24.0,33.0,34.0,4.0,4.0,1.0
26.0,68.0,155.0,69.0,3.0,16.0,22.0,26.0,10.0,4.0,25.0,25.5,2.0,4.0,0.0
25.0,68.0,149.0,71.0,13.0,29.0,40.0,55.0,75.0,155.0,36.5,36.0,10.0,8.0,1.0
31.0,68.0,151.4,70.0,23.0,45.0,61.0,70.0,80.0,195.0,31.110000000000003,31.05,8.0,0.0,1.0
28.0,74.0,157.0,76.0,13.0,30.0,39.0,70.0,65.0,90.0,31.32,32.410000000000004,9.0,0.0,1.0
34.0,70.0,175.0,74.0,15.0,30.0,45.0,80.0,100.0,320.0,25.0,25.0,8.0,7.0,1.0
32.0,64.0,128.0,64.0,15.0,40.0,34.0,25.0,50.0,77.0,27.5,29.5,4.0,2.0,0.0
50.0,68.0,169.0,66.0,11.0,41.0,35.0,40.0,60.0,100.0,27.0,27.0,5.0,5.0,1.0
33.0,71.0,173.0,75.0,12.0,31.0,55.0,85.0,70.0,124.0,33.0,33.0,8.0,7.0,1.0
32.0,69.0,173.0,70.0,16.0,30.0,53.0,80.0,110.0,125.0,36.0,37.0,10.0,9.0,1.0
41.0,67.0,140.0,65.0,12.0,22.0,63.0,35.0,60.0,137.0,27.0,28.5,7.0,6.0,0.0
33.0,72.0,179.0,73.0,15.0,30.0,30.0,75.0,95.0,135.0,31.395,31.405,8.0,0.0,1.0
25.0,74.0,182.0,74.0,14.0,29.0,25.0,35.0,108.0,36.0,36.0,37.0,7.0,5.0,1.0
28.0,74.0,160.0,74.0,14.0,15.0,45.0,75.0,45.0,90.0,28.48,28.58,7.0,6.0,1.0
28.0,69.0,143.0,72.0,30.0,30.0,60.0,82.0,100.0,188.9,34.05,35.035000000000004,10.0,9.0,1.0
27.0,74.0,185.0,76.0,20.0,41.0,42.0,80.0,140.0,122.0,32.15,31.83,9.0,0.0,1.0
38.0,71.0,182.0,71.0,12.0,26.0,30.0,40.0,60.0,71.0,27.0,29.0,6.0,5.0,1.0
37.0,69.0,167.0,69.5,16.0,40.0,33.0,75.0,70.0,138.0,30.25,31.0,7.0,5.0,1.0
26.0,75.0,170.0,78.0,15.0,20.0,35.0,40.0,55.0,140.0,48.0,43.0,7.0,6.0,1.0
35.0,65.0,140.0,66.0,5.0,14.0,62.0,44.0,20.0,128.0,22.0,22.5,5.0,7.0,0.0
47.0,68.0,162.0,73.5,20.0,50.0,66.0,95.0,105.0,180.0,31.87,32.0,8.0,0.0,1.0
30.0,71.5,160.0,0.5,16.0,41.0,25.0,24.0,88.0,96.0,27.25,28.125,0.0,0.0,1.0
35.0,63.0,123.0,63.0,9.0,26.0,38.0,45.0,50.0,137.0,31.075,31.4,9.0,0.0,0.0
37.0,66.0,120.0,5.7,13.0,25.0,45.0,90.0,60.0,97.0,32.5,31.53,10.0,0.0,1.0
30.0,62.0,122.0,64.0,10.0,20.0,20.0,18.0,27.0,49.0,30.15,31.28,0.0,0.0,0.0
41.0,68.9,150.0,69.3,20.0,29.0,45.0,60.9,71.0,106.0,33.58,33.9,5.0,4.0,1.0
26.0,69.0,150.0,69.5,15.0,30.0,68.0,120.0,115.0,146.0,40.7,39.4,7.0,8.0,1.0
42.0,71.0,153.0,76.0,25.0,31.0,61.0,90.0,90.0,245.0,36.0,36.0,9.0,8.0,1.0
40.0,72.0,165.0,73.0,10.0,50.0,20.0,40.0,45.0,100.0,35.0,35.0,2.0,0.0,1.0
39.0,70.0,165.0,74.0,13.0,22.0,21.0,45.0,75.0,45.0,24.0,22.5,0.0,0.0,1.0
28.0,66.0,156.0,66.0,4.0,9.0,8.0,0.0,15.0,22.0,12.75,12.75,2.0,2.0,0.0
33.0,74.0,189.0,88.1,18.0,35.0,30.0,61.4,170.0,129.0,35.025,35.760000000000005,10.0,10.0,1.0
40.0,62.0,106.0,62.0,10.0,25.0,56.0,40.0,30.0,124.0,27.0,27.0,4.0,5.0,0.0
46.0,72.0,165.0,74.0,21.0,38.0,50.0,80.0,110.0,120.0,34.0,36.0,6.0,5.0,1.0
28.0,70.0,139.0,71.0,11.0,17.0,15.0,10.0,50.0,59.1,31.59,31.635,0.0,2.0,1.0
26.0,63.0,125.0,64.0,12.6,18.0,46.6,62.0,60.0,104.4,28.2,28.15,8.0,6.0,0.0
33.0,64.17,127.0,62.9,19.0,29.0,61.0,60.0,70.0,103.0,30.5,31.0,7.0,6.0,0.0
37.0,66.9,141.0,67.9,68.0,40.0,45.0,40.0,33.0,100.0,26.0,26.0,0.0,0.0,0.0
28.0,71.0,147.0,74.65,17.8,31.2,50.3,60.0,90.0,135.0,54.0,54.0,0.0,6.0,1.0
34.0,66.0,175.0,68.0,11.0,33.0,42.0,70.0,55.0,77.0,31.545,31.225,6.0,0.0,1.0
31.0,61.0,125.0,62.0,11.0,26.0,68.0,44.0,35.0,98.0,25.0,27.0,5.0,5.0,0.0
33.0,75.0,175.0,78.0,14.0,21.0,24.5,20.0,85.0,85.0,35.9,35.8,7.0,6.0,1.0
25.0,69.5,130.0,72.5,12.0,21.0,31.0,30.0,50.0,173.0,33.0,33.0,0.0,8.0,1.0
32.0,66.0,133.0,64.0,22.0,48.0,70.0,105.0,110.0,203.0,35.0,37.0,10.0,9.0,1.0
73.0,73.0,160.0,74.0,13.0,15.0,40.0,50.0,55.0,75.0,31.2,31.46,0.0,0.0,1.0
42.0,72.0,160.0,75.0,13.0,31.0,58.0,80.0,80.0,183.0,31.0,32.0,0.0,7.0,1.0
25.0,64.0,124.0,65.0,13.0,31.0,43.0,50.0,60.0,200.0,29.0,28.0,0.0,0.0,0.0
38.0,67.0,133.0,69.0,20.0,36.0,75.0,107.3,110.0,234.5,35.5,35.185,10.0,7.0,1.0
34.0,67.0,145.0,69.0,13.0,24.0,40.0,40.0,60.0,83.0,31.65,31.3,7.0,5.0,1.0
28.0,74.0,160.0,76.0,17.0,28.0,48.0,70.0,70.0,80.0,36.0,35.0,10.0,9.0,1.0
28.0,64.0,156.0,64.0,13.0,33.0,23.0,20.0,52.0,75.0,28.0,26.0,5.0,6.0,0.0
28.0,71.9,155.0,74.0,15.0,40.0,39.25,60.0,65.0,103.1,28.110000000000003,28.7,6.0,5.0,2.0
35.0,63.0,126.0,62.0,12.0,10.0,27.0,25.0,45.0,105.0,28.0,28.0,6.0,5.0,0.0
27.0,68.0,148.0,68.0,12.0,25.0,47.0,80.0,60.0,102.0,28.0,28.0,6.0,5.0,0.0
55.0,73.0,150.0,73.0,8.0,6.0,30.0,37.0,30.0,70.0,5.0,6.0,0.0,0.0,1.0
32.0,72.0,162.0,72.0,17.0,38.0,15.0,12.0,65.0,24.0,31.525,30.885,4.0,0.0,1.0
46.0,63.0,140.0,63.2,6.0,20.0,21.0,27.0,18.0,60.0,16.0,18.0,0.0,2.0,0.0
44.0,70.0,167.0,70.15,12.0,34.0,48.0,25.0,30.0,114.8,35.0,35.425,0.0,4.0,1.0
30.0,70.0,170.0,72.0,15.0,36.0,44.0,60.0,70.0,58.0,28.0,28.0,7.0,6.0,1.0
37.0,71.0,193.0,73.0,17.0,24.0,61.0,119.0,104.0,131.0,35.0,35.0,7.0,6.0,1.0
32.0,72.0,162.0,73.0,16.0,24.0,35.0,55.0,90.0,82.0,35.0,36.0,0.0,7.0,1.0
38.0,66.0,120.0,67.0,10.0,12.0,46.0,30.0,35.0,74.0,13.0,13.0,0.0,5.0,0.0
27.0,72.0,175.0,72.0,11.0,20.0,13.0,25.0,100.0,33.0,36.0,36.0,7.0,7.0,1.0
30.0,72.0,175.0,74.0,16.0,24.0,39.0,45.0,108.0,84.0,31.81,31.45,0.0,0.0,1.0
27.0,69.0,145.0,74.0,14.0,27.0,50.2,60.0,90.0,128.0,29.1,29.610000000000003,6.0,0.0,1.0
27.0,60.0,107.0,60.5,15.0,25.0,37.0,55.0,45.0,105.0,26.0,27.0,7.0,7.0,0.0
44.0,67.0,138.0,68.0,3.0,14.0,24.0,10.0,8.0,100.0,24.0,24.0,6.0,6.0,0.0
40.0,60.5,97.0,60.5,10.0,20.0,63.0,43.0,40.0,225.0,25.0,24.0,7.0,6.0,0.0
37.0,70.0,72.0,68.0,9.0,20.0,6.0,1.5,49.9,8.0,34.7,33.8,0.0,4.0,1.0
29.0,74.0,187.0,76.0,15.0,28.0,63.0,130.0,115.0,200.0,32.225,31.93,10.0,0.0,1.0
40.0,62.0,120.0,65.0,3.0,16.0,23.0,7.5,7.5,36.0,31.2,30.95,0.0,0.0,0.0
28.0,67.0,180.0,69.6,12.0,20.0,32.0,32.0,90.0,114.0,35.875,35.21,5.0,0.0,1.0
50.0,70.0,160.0,70.0,14.0,30.0,60.0,50.0,67.0,110.0,31.675,30.785000000000004,4.0,5.0,1.0
30.0,67.0,161.0,70.0,12.0,35.0,42.0,45.0,55.0,75.0,27.0,27.0,2.0,5.0,1.0
40.0,62.0,124.0,62.0,14.0,33.0,56.0,55.0,53.0,150.0,27.5,27.5,10.0,7.0,0.0
37.0,69.0,166.0,69.5,18.0,40.0,49.0,82.0,65.0,157.0,34.5,35.0,7.0,6.0,1.0
25.0,61.0,141.0,63.0,7.0,16.0,11.0,5.0,28.0,22.0,20.0,20.0,6.0,4.0,0.0
31.0,67.0,140.0,69.0,8.0,9.0,47.0,25.0,25.0,45.0,20.0,20.0,0.0,5.0,0.0
23.0,65.0,120.0,65.0,7.0,23.0,36.0,30.0,25.0,61.0,20.0,20.0,0.0,6.0,0.0
24.0,68.0,145.0,68.9,8.0,19.0,30.0,30.0,40.0,60.0,27.5,26.5,6.0,5.0,0.0
55.0,68.0,164.0,72.0,14.0,43.0,45.0,55.0,60.0,220.0,26.5,26.5,0.0,6.0,1.0
29.0,68.0,190.0,72.5,11.0,35.0,61.0,53.0,72.0,75.0,32.0,31.0,9.0,8.0,1.0
35.0,66.0,125.0,68.5,4.0,24.0,0.0,0.0,13.0,0.0,36.0,36.0,5.0,2.0,0.0
26.0,67.0,160.0,71.0,11.0,20.0,89.0,120.0,120.0,83.0,35.0,37.6,8.0,8.0,1.0
42.0,71.0,218.0,70.0,11.0,45.0,22.0,35.0,45.0,51.0,22.5,21.5,2.0,4.0,1.0
25.0,74.0,186.0,74.0,18.0,35.0,30.0,70.0,115.0,75.0,37.0,37.0,7.0,6.0,1.0
31.0,60.5,110.0,61.0,5.0,7.0,21.0,10.0,15.0,57.0,31.55,31.2,4.0,0.0,0.0
29.0,62.0,132.0,66.0,15.0,25.0,40.0,60.0,45.0,7.0,5.5,6.0,7.0,7.0,0.0
31.0,68.0,135.0,70.0,11.0,22.3,44.55,40.0,35.0,100.0,28.1,27.725,5.0,4.0,0.0
27.0,62.0,105.0,62.0,16.0,30.0,46.0,35.0,58.0,80.0,27.4,27.6,0.0,7.0,0.0
30.0,62.0,125.0,51.0,10.0,35.0,4.0,0.0,33.0,0.0,29.025,28.9,0.0,0.0,0.0
35.0,73.0,187.0,72.0,20.0,55.0,31.0,55.0,90.0,136.0,30.395,30.525,4.0,0.0,1.0
30.0,64.5,138.0,65.0,9.0,14.0,40.0,37.5,31.0,103.0,27.55,27.025,7.0,0.0,0.0
