age,height,weight,span,pullup reps,pushup reps,continuoushang,maxhang,weightedpull,repeaters1,powl,powr,max_boulder_numeric,bouldergrade_numeric,sex_encoded
30.0,63.0,116.0,63.0,18.0,10.0,47.8,67.591,50.0,96.2,28.1615,28.35,8.0,6.0,0.0
36.0,73.0,188.0,75.0,8.0,20.0,32.0,62.0,35.0,101.0,23.5,18.3,0.0,0.0,1.0
60.0,70.0,149.0,69.0,34.0,35.0,22.0,40.0,121.0,60.0,31.0,29.0,8.0,7.0,1.0
39.0,63.0,123.0,62.0,20.0,38.0,52.0,80.0,80.0,210.0,32.0,32.0,7.0,7.0,0.0
33.0,65.0,132.0,66.2,14.0,23.0,64.0,64.4,60.0,147.0,28.0,27.5,6.0,6.0,1.0
42.0,74.0,195.0,72.0,8.0,20.0,39.0,50.0,50.0,67.0,28.0,29.0,4.0,2.0,1.0
29.0,66.0,143.0,64.0,12.0,27.0,55.0,65.0,45.0,147.0,33.3,33.54,7.0,0.0,0.0
26.0,67.0,126.0,66.0,9.0,20.0,16.0,13.0,25.0,36.0,10.0,9.0,4.0,2.0,0.0
28.0,73.0,175.0,77.0,9.0,31.0,44.0,47.0,63.0,73.0,37.0,33.0,0.0,5.0,1.0
35.0,72.0,157.0,74.0,29.0,41.0,49.0,52.0,100.0,213.0,29.4,29.95,0.0,7.0,1.0
53.0,72.0,158.0,72.0,7.0,13.0,26.0,50.0,37.0,115.0,26.0,26.0,0.0,0.0,1.0
49.0,67.0,143.0,68.0,18.0,30.0,52.0,44.0,84.0,113.0,29.0,31.0,5.0,5.0,1.0
33.0,65.748,137.5,65.0,13.0,27.0,23.0,10.0,45.0,48.0,32.35,31.005000000000003,0.0,0.0,2.0
29.0,69.5,140.0,67.0,17.0,32.0,26.0,38.0,66.0,81.0,31.805,31.58,5.0,0.0,1.0
50.0,66.5,150.0,68.0,16.0,36.0,46.0,50.0,72.0,125.0,26.0,24.5,5.0,4.0,1.0
32.0,67.0,134.0,70.0,37.0,70.0,75.0,110.0,130.0,150.0,42.0,44.0,13.0,12.0,1.0
24.0,64.0,146.0,62.5,0.0,10.0,18.0,9.0,0.0,40.0,14.0,12.0,0.0,4.0,0.0
49.0,69.0,139.0,70.0,17.0,30.0,39.5,40.0,75.0,125.0,27.0,26.0,0.0,5.0,1.0
28.0,65.0,155.0,69.0,22.0,27.0,66.0,97.0,132.0,110.0,36.0,36.0,9.0,8.0,1.0
35.0,68.0,149.0,68.0,23.0,38.0,75.0,115.0,105.0,186.0,34.2,34.7,10.0,9.0,1.0
30.0,64.6,105.0,67.3,20.0,20.0,52.0,66.0,66.0,173.0,28.85,29.4,0.0,0.0,0.0
42.0,71.0,175.0,74.0,13.0,30.0,32.0,55.0,80.0,120.0,30.5,28.0,0.0,0.0,1.0
38.0,68.0,160.0,68.0,19.0,34.0,34.0,30.0,115.0,124.0,33.0,33.5,8.0,6.0,1.0
35.0,58.0,155.0,58.0,15.0,25.0,57.0,105.0,110.0,188.0,34.0,35.0,7.0,7.0,1.0
28.0,62.0,117.0,61.0,12.0,12.0,67.0,70.0,50.0,189.0,23.0,24.0,8.0,6.0,0.0
25.0,63.0,125.0,63.0,7.0,13.0,21.0,36.0,40.0,90.0,26.0,26.0,0.0,6.0,0.0
37.0,68.0,166.0,72.0,19.0,41.0,43.0,58.0,85.0,157.0,30.0,29.5,8.0,8.0,1.0
30.0,72.0,175.0,77.0,26.0,42.0,58.0,100.0,138.0,210.0,34.9,35.410000000000004,11.0,0.0,1.0
37.0,68.0,154.0,70.0,15.0,30.0,45.0,57.0,83.0,121.0,31.0,30.0,4.0,2.0,1.0
21.0,68.0,135.0,69.0,15.3,28.1,50.0,100.0,85.0,105.5,28.43,30.130000000000003,7.0,6.0,2.0
25.0,62.0,110.0,63.0,23.0,20.0,30.0,30.0,60.0,93.6,27.35,27.65,4.0,2.0,0.0
23.0,62.0,123.0,60.0,11.0,30.0,35.0,50.0,45.0,110.0,27.0,27.0,4.0,0.0,0.0
30.0,67.0,135.0,66.55,9.0,20.0,36.0,35.0,50.0,110.0,28.0,28.0,0.0,0.0,0.0
32.0,67.0,148.0,68.0,13.0,31.5,43.92,70.0,79.0,100.0,28.58,29.31,5.0,4.0,1.0
34.0,72.0,172.0,73.0,22.0,44.0,34.0,70.0,113.0,184.0,35.5,35.5,5.0,5.0,1.0
25.0,72.0,187.0,74.0,14.0,30.0,23.7,35.0,80.0,86.0,31.775,31.630000000000003,5.0,0.0,1.0
37.0,68.5,158.0,71.5,17.0,37.0,46.0,57.5,83.0,130.0,31.19,31.130000000000003,0.0,0.0,1.0
36.0,72.0,185.0,73.95,11.0,18.0,33.0,25.0,50.0,90.0,40.0,40.0,0.0,6.0,1.0
31.0,62.0,130.0,64.0,9.0,13.0,34.0,35.0,35.0,105.0,25.0,24.0,5.0,5.0,0.0
31.0,61.0,110.0,62.0,15.0,24.0,62.0,90.0,60.0,94.0,32.375,31.55,10.0,8.0,0.0
39.0,73.0,170.0,73.0,15.0,30.0,59.0,98.0,83.0,223.0,34.5,34.0,7.0,7.0,1.0
41.0,70.0,205.0,72.0,7.0,12.0,26.0,50.0,44.0,25.0,26.0,26.0,9.0,6.0,1.0
34.0,63.0,118.0,63.5,8.0,22.0,26.0,35.0,23.0,75.0,22.5,25.5,0.0,4.0,0.0
30.0,69.0,155.0,72.0,17.0,26.0,40.0,50.0,90.0,112.0,33.0,32.5,5.0,5.0,1.0
35.0,67.0,150.0,2.0,13.0,26.0,51.0,65.0,60.0,119.8,29.0,30.0,6.0,5.0,1.0
38.0,62.0,135.0,64.0,12.0,31.0,61.0,60.0,50.0,166.4,31.6,32.45,8.0,7.0,0.0
39.0,67.0,153.0,70.0,14.0,20.0,55.0,70.0,100.0,200.0,65.0,66.0,10.0,7.0,1.0
33.0,71.5,150.0,73.0,19.0,34.0,54.0,87.0,120.0,195.0,40.0,40.0,8.0,8.0,1.0
40.0,64.0,115.0,65.0,26.0,50.0,86.0,70.0,77.0,420.0,35.0,35.0,0.0,8.0,0.0
35.0,67.0,150.0,69.0,13.0,26.0,51.0,65.0,60.0,125.0,29.0,30.0,6.0,5.0,1.0
33.0,66.0,135.0,64.0,21.0,45.0,60.0,100.0,105.0,252.0,35.0,35.0,10.0,9.0,1.0
38.0,69.0,167.0,69.5,15.0,41.0,30.0,55.0,45.0,182.0,31.5,32.0,7.0,6.0,1.0
31.0,67.0,150.0,65.0,5.0,7.0,38.0,60.0,40.0,106.0,15.0,9.0,7.0,6.0,0.0
37.0,66.0,139.0,66.0,6.0,11.0,31.0,15.0,30.0,75.0,20.0,22.0,0.0,0.0,0.0
46.0,70.0,167.0,169.0,13.0,26.0,58.0,79.0,79.0,94.0,26.0,26.0,0.0,7.0,1.0
23.0,74.0,186.0,78.0,23.0,33.0,61.0,105.0,124.0,84.0,35.55,35.260000000000005,9.0,0.0,1.0
35.0,72.0,165.0,74.0,12.0,34.0,28.0,42.0,75.0,117.0,27.905,28.28,6.0,0.0,1.0
36.0,67.5,176.0,71.0,11.0,30.0,14.0,35.0,65.0,35.0,29.5,30.5,5.0,5.0,1.0
29.0,68.0,160.0,71.0,15.0,23.0,52.0,70.0,100.0,103.0,34.75,34.75,10.0,8.0,1.0
16.0,68.8,138.0,77.8,14.0,45.0,35.0,60.0,37.0,160.0,27.6,27.85,0.0,5.0,1.0
47.0,63.0,150.0,62.5,6.0,22.0,29.0,27.0,20.0,83.0,15.75,15.0,0.0,2.0,0.0
37.0,68.0,162.0,67.0,12.0,24.0,54.0,70.0,70.0,210.0,35.5,35.5,0.0,6.0,1.0
28.0,74.0,176.0,75.0,17.0,27.0,72.0,92.0,95.0,186.0,30.5,30.5,0.0,0.0,1.0
28.0,77.0,200.0,78.0,9.0,12.0,19.0,34.0,49.0,50.0,28.0,29.25,8.0,6.0,1.0
28.0,68.0,135.0,68.0,17.0,25.0,41.0,90.0,80.0,150.0,35.0,31.0,7.0,7.0,1.0
28.0,72.0,175.0,72.0,14.0,28.0,22.0,35.0,105.0,59.0,39.0,39.0,7.0,9.0,1.0
30.0,61.0,125.0,62.0,11.0,17.0,30.0,40.0,37.0,200.0,27.1,26.6,6.0,5.0,0.0
31.0,65.7,130.0,65.7,10.0,32.0,22.0,13.0,33.0,74.0,19.0,18.0,5.0,5.0,0.0
27.0,68.0,145.0,12.0,7.0,16.0,25.0,20.0,40.0,60.0,30.3,30.0,5.0,4.0,0.0
26.0,74.0,180.0,74.0,16.0,31.0,34.0,75.0,115.0,64.0,36.0,36.0,7.0,7.0,1.0
30.0,67.0,149.0,65.0,3.0,40.0,37.0,31.0,35.0,196.0,28.225,27.425,4.0,4.0,2.0
28.0,63.0,155.0,51.9,0.0,19.0,12.0,15.0,0.0,51.0,29.1,28.95,0.0,2.0,0.0
35.0,71.0,167.0,74.0,17.0,36.0,63.0,75.0,95.0,184.0,31.5,34.0,0.0,7.0,1.0
32.0,60.0,163.0,165.0,15.0,27.0,38.0,50.0,70.0,251.0,35.35,35.46,7.0,0.0,1.0
31.0,72.0,175.0,74.0,16.0,28.0,47.0,40.0,106.0,84.0,31.410000000000004,30.89,5.0,0.0,1.0
46.0,70.0,165.0,72.0,23.0,51.0,58.0,110.0,110.0,249.0,29.0,28.8,7.0,0.0,1.0
34.0,66.0,140.0,65.0,14.0,33.0,58.0,75.0,70.0,175.0,30.795,30.43,9.0,0.0,1.0
43.0,72.0,150.0,73.0,17.0,21.0,44.5,60.0,62.0,118.0,31.0,30.0,10.0,9.0,1.0
27.0,64.0,145.0,66.0,14.0,35.0,54.0,50.0,75.0,104.0,27.55,27.45,7.0,0.0,0.0
27.0,71.0,173.0,74.0,15.0,28.0,53.0,90.0,90.0,106.0,32.21,32.235,8.0,0.0,1.0
31.0,59.45,113.0,59.5,16.0,30.0,74.0,90.0,61.0,263.0,25.5,26.5,10.0,8.0,0.0
27.0,60.0,115.0,62.0,21.0,30.0,75.0,100.0,75.0,197.0,27.0,27.5,10.0,10.0,0.0
38.0,69.0,164.0,69.5,16.0,42.0,59.0,75.0,60.0,147.0,33.0,32.5,7.0,6.0,1.0
24.0,71.0,155.0,72.0,16.0,24.0,56.0,83.0,70.0,92.0,32.0,32.0,6.0,5.0,1.0
37.0,59.0,98.0,61.0,15.0,25.0,28.0,23.0,43.0,181.0,27.5,26.0,0.0,5.0,0.0
33.0,68.0,157.0,71.0,14.0,19.0,22.0,60.0,120.0,120.0,40.0,36.0,9.0,8.0,1.0
45.0,72.0,156.0,74.0,16.0,32.0,38.0,58.0,75.0,182.0,33.5,34.5,7.0,6.0,1.0
27.0,72.0,178.0,72.6,16.0,22.0,27.0,17.0,75.0,37.0,28.0,28.0,0.0,6.0,1.0
33.0,68.0,157.0,71.0,14.0,19.0,25.0,60.0,120.0,120.0,40.0,35.0,9.0,7.0,1.0
46.0,69.0,161.0,71.0,19.0,39.0,59.0,75.0,95.0,175.0,32.0,32.0,7.0,7.0,1.0
42.0,69.0,143.0,68.0,6.0,15.0,18.0,11.0,22.0,44.0,23.0,26.0,0.0,6.0,0.0
31.0,67.0,125.0,64.5,9.0,18.0,35.0,30.0,60.0,83.0,31.0,31.0,8.0,6.0,0.0
29.0,70.0,155.0,70.0,28.0,35.0,45.0,55.0,115.0,70.0,28.65,29.435,9.0,0.0,1.0
52.0,71.0,145.0,74.0,11.0,31.0,42.0,55.0,50.0,139.0,30.985000000000003,31.01,0.0,0.0,1.0
27.0,70.0,147.0,68.0,20.0,26.0,57.0,101.0,91.0,126.0,32.025,32.4,7.0,0.0,1.0
24.0,72.0,164.0,75.0,23.0,35.0,65.0,120.0,110.0,140.0,33.65,33.4875,10.0,0.0,1.0
26.0,69.25,160.2,69.5,15.0,30.0,46.0,70.0,90.0,116.0,29.4,31.06,8.0,0.0,1.0
34.0,67.0,143.0,68.0,16.0,34.0,55.0,90.0,80.0,180.0,31.575,31.880000000000003,7.0,0.0,1.0
49.0,66.5,164.0,67.5,4.0,5.0,0.0,2.1,8.0,0.0,31.8,31.71,0.0,0.0,1.0
25.0,71.0,162.0,73.5,14.0,31.0,47.0,45.0,70.0,89.0,36.0,35.5,8.0,7.0,1.0
29.0,71.0,150.0,72.0,20.0,41.1,47.1,65.9,87.4,93.4,29.15,29.55,0.0,7.0,1.0
33.0,71.5,175.0,75.5,19.0,33.0,67.0,110.0,115.0,224.0,38.0,39.0,11.0,10.0,1.0
48.0,70.0,148.0,70.0,15.0,38.0,44.0,53.0,62.0,158.0,25.5,28.75,8.0,7.0,1.0
37.0,66.0,130.0,70.5,26.0,42.0,78.0,78.0,95.0,205.0,33.925,35.2,11.0,0.0,1.0
34.0,67.0,148.0,73.0,12.0,22.0,33.0,35.0,71.0,115.0,36.5,36.5,11.0,10.0,1.0
52.0,71.25,194.0,75.0,6.0,10.0,10.0,0.0,35.0,16.0,31.1,31.1,0.0,0.0,1.0
32.0,72.5,196.0,74.5,14.0,22.0,55.0,65.0,85.0,190.0,32.0,30.0,9.0,6.0,1.0
59.0,65.0,148.0,65.0,0.0,11.0,10.0,0.0,0.0,24.0,31.21,31.885,2.0,2.0,0.0
42.0,71.0,192.0,74.0,15.0,25.0,120.0,73.0,77.0,120.0,32.85,33.7,7.0,6.0,1.0
32.0,72.0,165.0,73.0,20.0,70.0,30.0,50.0,75.0,155.1,36.0,36.0,5.0,5.0,1.0
41.0,73.0,182.0,72.5,14.0,30.0,37.0,67.0,100.0,107.0,30.0,29.0,7.0,6.0,1.0
29.0,67.0,115.0,66.5,14.0,14.0,62.0,53.0,38.0,266.0,31.0,29.0,9.0,7.0,0.0
38.0,69.0,162.0,162.0,18.0,38.0,55.0,55.0,70.0,220.0,35.0,35.0,0.0,6.0,1.0
40.0,70.0,172.0,72.0,9.0,20.0,15.0,7.5,35.0,44.0,31.9,31.7,0.0,0.0,1.0
34.0,74.0,180.0,73.0,14.0,30.0,35.0,60.0,80.0,87.0,31.43,30.525,5.0,0.0,1.0
28.0,76.0,198.0,81.0,13.0,21.0,16.0,25.0,80.0,44.0,35.775,34.6,10.0,0.0,1.0
41.0,71.26,156.83,72.83,12.0,25.0,47.0,52.91,97.0,94.0,31.25,30.805,9.0,0.0,1.0
36.0,71.0,180.0,71.0,11.0,31.0,21.0,25.0,64.0,72.0,30.43,31.110000000000003,0.0,0.0,1.0
25.0,65.0,148.0,67.5,10.0,16.0,27.0,32.5,52.5,86.0,31.275,30.85,0.0,0.0,0.0
36.0,67.0,150.0,66.0,21.0,34.0,58.0,87.0,110.0,105.0,28.85,28.705,9.0,0.0,1.0
23.0,70.4,158.0,70.4,7.0,13.0,13.0,2.5,52.5,42.0,32.175,32.035000000000004,0.0,0.0,1.0
39.0,67.0,145.0,64.0,11.0,13.0,50.0,65.0,65.0,126.0,31.0,31.0,6.0,4.0,0.0
36.0,65.25,164.0,69.0,13.0,15.0,18.0,36.0,65.0,53.0,30.315,32.5,0.0,5.0,0.0
26.0,74.0,180.0,74.0,20.0,40.0,56.0,90.0,125.0,103.0,37.5,38.5,7.0,7.0,1.0
31.0,68.0,145.0,68.0,3.0,20.0,8.0,0.0,13.0,20.0,0.0,0.0,0.0,4.0,0.0
52.0,69.0,173.0,71.5,13.0,45.0,45.0,45.0,55.0,180.0,29.0,29.0,0.0,6.0,1.0
24.0,62.5,119.0,62.5,7.0,20.0,25.0,25.0,20.0,56.0,30.125,30.2,5.0,0.0,0.0
38.0,69.0,165.0,69.5,15.0,40.0,53.0,70.0,55.0,143.0,31.0,32.0,7.0,6.0,1.0
35.0,57.0,145.0,59.0,13.0,56.0,43.0,65.0,60.0,96.0,29.0,29.0,7.0,6.0,1.0
28.0,72.0,180.0,72.0,14.0,26.0,30.0,60.0,114.0,70.0,39.0,39.0,8.0,8.0,1.0
35.0,71.0,173.0,74.0,17.0,38.0,62.0,90.0,105.0,196.0,36.0,35.5,0.0,7.0,1.0
36.0,72.0,156.0,73.0,30.0,37.0,52.0,60.0,105.0,184.7,29.65,29.65,0.0,8.0,1.0
51.0,71.5,165.0,73.0,14.0,32.0,62.0,90.0,75.0,140.0,25.0,24.0,2.0,4.0,1.0
31.0,72.0,177.0,73.0,16.0,39.0,55.0,66.0,132.0,140.0,32.0,31.0,8.0,7.0,1.0
30.0,67.0,140.0,69.0,21.0,26.0,63.0,85.0,90.0,115.0,32.778499999999994,33.705,11.0,10.0,1.0
27.0,64.0,113.0,64.75,10.0,24.0,45.0,40.0,36.0,110.0,26.55,26.925,5.0,0.0,0.0
31.0,72.0,175.0,74.0,16.0,27.0,45.0,55.0,95.0,115.0,31.48,30.96,5.0,0.0,1.0
34.0,67.72,131.0,65.72,15.0,14.0,30.0,18.0,90.0,60.0,24.05,21.47,0.0,6.0,1.0
22.0,73.0,175.0,73.0,25.0,35.0,60.0,125.0,175.0,217.3,35.55,34.975,12.0,10.0,1.0
43.0,72.0,176.0,72.0,25.0,23.0,26.0,40.0,70.0,65.0,33.0,33.0,5.0,6.0,1.0
26.0,68.0,145.0,73.0,20.0,36.0,36.0,53.0,70.0,90.0,35.0,37.0,7.0,5.0,1.0
32.0,62.0,135.0,0.0,13.0,20.0,45.0,35.0,50.0,74.0,28.880000000000003,29.5,8.0,6.0,0.0
30.0,66.0,142.0,64.0,12.3,22.5,54.0,80.0,50.0,158.3,31.425,32.33,8.0,7.0,0.0
47.0,69.0,169.0,71.0,18.0,41.0,62.0,90.0,90.0,163.0,35.0,36.0,8.0,8.0,1.0
28.0,63.0,130.0,64.0,14.0,20.0,45.8,80.0,75.0,110.1,29.275,29.28,9.0,7.0,0.0
27.0,74.0,185.0,74.0,21.0,40.0,61.0,110.0,124.0,85.0,36.5,36.5,8.0,7.0,1.0
29.0,60.0,174.0,71.0,12.0,36.0,24.0,44.0,89.0,64.0,25.0,22.0,6.0,6.0,1.0
39.0,65.0,118.0,64.0,15.0,30.0,43.0,55.0,62.0,261.0,27.0,28.0,0.0,6.0,0.0
38.0,69.0,165.0,72.0,14.0,31.0,52.0,100.0,105.0,120.0,30.5,29.5,8.0,7.0,1.0
41.0,68.5,148.0,69.75,14.0,29.0,38.0,40.0,80.0,95.0,35.0,35.0,6.0,6.0,1.0
47.0,70.0,170.0,172.0,16.0,31.0,33.6,55.0,80.0,150.0,34.5,36.5,0.0,4.0,1.0
31.0,70.0,170.0,70.0,15.0,35.0,60.0,132.0,106.0,150.0,31.0,33.0,10.0,9.0,1.0
50.0,67.0,143.0,68.0,20.0,36.0,58.0,64.0,99.0,125.0,30.0,31.0,5.0,6.0,1.0
29.0,68.0,140.0,68.0,17.0,33.0,45.0,55.0,81.0,85.0,26.5,29.0,6.0,5.0,1.0
50.0,67.0,143.0,68.0,20.0,36.0,58.0,64.0,99.0,125.0,30.0,31.0,5.0,6.0,1.0
46.0,71.0,163.0,73.0,17.0,32.0,56.0,80.0,79.0,185.0,35.0,35.0,0.0,6.0,1.0
33.0,73.0,160.0,74.0,8.0,13.0,42.0,85.0,50.0,60.0,34.0,36.0,9.0,7.0,1.0
47.0,70.0,170.0,72.0,16.0,31.0,33.0,55.0,80.0,150.0,34.75,36.0,0.0,4.0,1.0
38.0,68.0,170.0,68.0,13.0,38.0,61.0,75.0,75.0,175.0,34.0,34.0,0.0,6.0,1.0
43.0,74.0,197.0,72.0,9.0,20.0,38.0,55.0,55.0,74.0,28.0,29.0,4.0,4.0,1.0
42.0,70.0,195.0,72.0,10.0,10.0,35.0,80.0,55.0,37.0,26.0,26.0,9.0,8.0,1.0
39.0,69.0,164.0,69.5,15.0,41.0,53.0,70.0,65.0,154.0,28.98,29.4,7.0,5.0,1.0
35.0,64.0,138.0,66.0,8.0,16.0,55.0,44.0,40.0,55.0,25.0,26.0,5.0,6.0,0.0
42.0,62.0,117.0,62.0,18.0,35.0,60.0,68.0,65.0,160.0,29.0,29.0,10.0,8.0,0.0
32.0,61.0,108.0,62.0,14.0,30.0,62.0,95.0,70.0,54.0,34.0,33.0,10.0,8.0,0.0
39.0,73.0,168.0,72.6,11.0,18.0,31.0,44.0,66.0,123.0,33.5,33.0,0.0,0.0,1.0
31.0,71.0,170.0,72.0,16.0,22.0,61.0,50.0,80.0,130.0,27.0,28.0,8.0,8.0,1.0
31.0,71.0,170.0,72.0,16.0,22.0,61.0,50.0,80.0,130.0,27.0,28.0,8.0,8.0,1.0
52.0,66.5,150.0,68.0,18.0,35.0,42.0,43.0,70.0,104.0,25.5,26.0,4.0,4.0,1.0
19.0,71.0,150.0,72.0,18.0,20.0,35.8,45.0,95.0,51.0,37.0,34.6,8.0,6.0,1.0
29.0,66.0,153.0,68.0,23.0,31.0,86.0,93.0,132.0,220.0,39.5,39.5,10.0,9.0,1.0
17.0,69.0,130.0,71.0,13.0,22.0,30.0,40.0,66.0,103.0,30.845,31.155,5.0,0.0,1.0
21.0,69.0,154.0,67.0,17.0,53.0,38.0,42.5,94.0,101.0,28.9815,30.075,0.0,0.0,1.0
30.0,71.0,178.0,71.0,11.0,35.0,39.45,50.0,65.7,60.0,36.9,36.15,4.0,7.0,1.0
33.0,71.55999999999999,154.0,96.633,11.0,32.0,60.0,110.0,44.0,130.0,24.0,24.0,5.0,5.0,1.0
38.0,67.7,132.0,67.0,17.0,31.0,30.0,7.0,83.0,94.0,30.7,30.3,0.0,4.0,1.0
30.0,66.5,145.0,67.1,23.0,40.0,16.29,6.0,77.0,35.0,23.5,23.5,4.0,5.0,1.0
30.0,72.0,165.0,72.0,17.0,50.0,15.0,30.0,75.0,40.0,27.95,28.505000000000003,6.0,7.0,1.0
34.0,67.3,141.0,68.0,20.0,60.0,70.0,40.0,40.0,252.0,39.0,39.0,8.0,8.0,1.0
26.0,66.5,140.0,68.0,12.0,28.0,47.0,45.0,40.0,117.0,30.5,32.5,0.0,6.0,1.0
28.0,71.0,165.0,74.0,12.0,19.0,33.0,35.0,55.0,84.0,26.0,26.0,7.0,6.0,1.0
34.0,66.0,135.0,64.0,22.0,50.0,60.0,105.0,110.0,280.0,37.0,37.0,10.0,9.0,1.0
27.0,67.0,135.0,67.0,12.0,18.0,35.0,55.0,50.0,186.0,32.0,31.0,8.0,7.0,0.0
37.0,62.0,118.0,62.0,8.0,8.0,21.0,15.0,46.0,150.0,29.0,29.0,5.0,6.0,0.0
35.0,67.0,137.0,66.5,16.0,34.0,46.0,65.0,75.0,179.0,27.5,27.0,6.0,7.0,1.0
39.0,63.5,135.0,67.0,18.0,35.0,50.0,70.0,110.0,120.0,35.0,34.0,8.0,8.0,1.0
51.0,70.0,166.0,71.5,10.0,16.0,30.0,45.0,62.0,120.0,31.415,30.355,4.0,0.0,1.0
39.0,68.0,155.0,70.0,17.0,31.0,32.0,35.0,85.0,93.0,27.33,28.35,6.0,0.0,1.0
36.0,66.0,135.0,67.0,24.0,48.0,51.0,80.0,105.0,167.0,31.23,30.8,10.0,0.0,1.0
39.0,63.5,135.0,67.0,18.0,35.0,50.0,70.0,110.0,120.0,35.0,34.0,8.0,8.0,1.0
28.0,67.0,130.0,67.0,20.0,50.0,43.8,70.0,115.0,7.0,28.45,29.130000000000003,5.0,8.0,1.0
29.0,60.75,103.0,60.0,12.0,19.0,29.0,15.0,42.0,96.0,24.0,24.0,2.0,5.0,0.0
48.0,63.0,125.0,63.0,7.0,15.0,55.0,35.0,22.0,164.0,20.0,20.5,5.0,4.0,0.0
39.0,65.75,115.0,66.75,15.0,48.0,57.0,70.0,55.0,431.0,27.0,27.0,0.0,5.0,0.0
25.0,73.0,166.0,74.0,32.0,48.0,51.0,75.0,135.0,240.0,38.0,39.0,10.0,9.0,1.0
34.0,68.89,160.0,70.0,17.0,34.0,46.2,69.0,104.0,101.0,43.3,44.0,7.0,8.0,1.0
